county,district_num,most_searched,x2003_invasion_of_iraq,abortion,abortion_rights_movement,affirmative_action,agricultural_subsidies,aid,alternative_energy,anti_abortion_movements,basic_income,body_worn_video,campaign_finance,campus_sexual_assault,capital_gains_tax,capital_punishment,charter_schools,chelsea_manning,climate_change,common_core,confederate_states,corporate_tax,daca,dakota_access_pipeline,dream_act,drug_policy,drug_testing_welfare_recipients,economic_stimulus,edward_snowden,electoral_college,electoral_fraud,electronic_classroom_of_tomorrow,eminent_domain,equal_pay_for_equal_work,estate_tax_in_the_united_states,euthanasia,executive_order_13769,federal_reserve_system,first_amendment,flag_desecration,flags_of_the_confederate_states,free_trade,freedom_of_religion,gender_identity,gender_workplace_diversity,genetically_modified_organism,gerrymandering,global_warming,government_spending,gun_control,health_care,hydraulic_fracturing,immigration,immigration_to_the_united_states,income_tax,iraq_war,isis,islam,israel_boycott,joint_comprehensive_plan_of_action_iran_deal,labor_unions_in_the_united_states,legal_history_of_cannabis_in_the_united_states,legality_of_cannabis,lgbt_adoption_rights,lgbt_rights,lobbying,lockheed_martin_f_35,maternity_leave_in_the_united_states,medicaid,medicare,mental_health,mexico_united_states_barrier,military_budget,military_service,minimum_wage,nafta,national_debt_of_the_united_states,national_security,national_security_agency,nato,net_neutrality,no_fly_list,north_korea_and_weapons_of_mass_destruction,nuclear_power,obamacare,offshore_bank,offshore_drilling,overtime_pay,paris_agreement,patriot_act,pensions,planned_parenthood,political_corruption,prescription_costs,prism,prison_overcrowding,private_prisons,property_taxes,public_transportation,right_to_work,russian_interference_in_the_2016_united_states_elections,russian_military_action_in_syria,safe_spaces,same_sex_marriage,sanctuary_cities,september_11_attacks,sick_leave,single_payer_healthcare,social_programs_in_the_united_states,social_security,solitary_confinement,space_exploration,student_loans_in_the_united_states,syrian_civil_war,tariff,tax_cuts_and_jobs_act_of_2017,term_limits_in_the_united_states,terrorism,torture,tpp,transgender_people_in_the_military,u_s_national_anthem_protests,united_nations,vaccine_controversies,voter_turnout,voting_age,war_in_afghanistan,welfare,whistleblower,women_in_combat,womens_health,cruz,o_rourke,dikeman
Bowie,4,Immigration,0.2,4.21,0.2,0.9,0,0.49,0.1,0.48,0,0.1,0.29,0,0.63,1.67,1.22,0,0.72,0.21,1.65,0.52,0.98,0,0,0.1,0,0,0,1.39,0,0,0.31,0,0.1,0.51,0,1.18,1.31,0,0.2,0.3,1.53,0.1,0,0.49,0.3,1.18,0.89,0.77,10.9,0.71,11.28,0.58,1.86,0.19,1.46,4.47,0,0.1,0,0,1.08,0,0,1.18,0.4,0,5.12,5.69,4.78,0.1,0,0.2,2.22,0.51,0.61,0.21,0.2,1.38,0.49,0,0,1.56,1.97,0.1,0.1,0.39,0.1,0.39,1.08,1.39,0.3,0,0,0,0.2,3.89,0.5,0,0,0,0,0.51,0.6,7.19,0.2,0,0.1,2.9,0,0.19,0.1,0.1,3.01,0,0,1.18,0.8,0.1,0,0,2.51,0,0.68,0.1,0,0.4,0.61,0,0.68,20131,7960,182
Brazoria,22,Health care,0.28,4.48,0.07,0.07,0,0.47,0.04,0.2,0.06,0.04,0.13,0,0.39,1.61,0.64,0.03,0.48,0.37,1.09,0.17,1.19,0,0.16,0,0,0,0.48,1.11,0.05,0,0.35,0.15,0.31,0.67,0.04,2.5,1.24,0.02,0.37,0.32,0.61,0.25,0,0.77,0.42,0.84,0.2,1.01,16.97,0.79,12.39,1.14,2.72,0.09,0.92,6.73,0.02,0.02,0.06,0,0.6,0,0,0.81,0.22,0,7.11,8.29,4.93,0.11,0.08,0.16,2.94,0.31,0.34,0.54,0.3,0.58,0.21,0,0,1.82,1.64,0.03,0.14,0.72,0.28,0.12,3.01,2.35,0.23,0.04,0.02,0,0,4.17,1.66,0.04,0,0,0.09,0.65,0.05,5.72,0.41,0,0.43,4.51,0,0.34,0.04,0.07,4.08,0,0.22,0.89,1.56,0.18,0,0.02,3.08,0.07,0.27,0,0.06,0.7,0.34,0,0.9,65470,45068,832
Brazoria,14,Health care,0.27,5.69,0.15,0.09,0,1.48,0,0.03,0,0.38,0.35,0,0.17,1.76,0.6,0.01,0.65,0.51,1.21,0.29,0.67,0.04,0.43,0.01,0,0,0.19,0.73,0,0,0.3,0.01,0.01,0.26,0,1.51,1.22,0,0.55,0.6,0.95,0.17,0,1.29,0.15,0.51,0.19,0.49,11.51,0.5,8.09,0.54,1.77,0.21,0.34,2.08,0,0,0.14,0,1.03,0,0.01,0.24,0.66,0,7.61,6.82,4.83,0,0.05,0.29,2.07,0.87,0.28,0.38,0.68,0.53,0.16,0,0,1.05,0.92,0,0.23,0.42,0.05,0.1,1.82,1.34,0.01,0.07,0,0.08,0.15,2.98,0.63,0.01,0,0.05,0,0.57,0.07,5.87,0.03,0,0.07,4.27,0,0.16,0.33,0.16,3.22,0,0.15,1.34,1.17,0.25,0,0,1.46,0.05,0.11,0.36,0.15,0.3,0.23,0,0.88,65470,45068,832
Brazos,17,Health care,0.41,4.84,0.23,0.67,0.05,2.46,0.03,0.31,0.04,0.13,0.5,0.07,0.33,1.69,1.15,0.04,1.73,0.7,1.75,0.32,0.92,0,0.29,0.02,0,0.01,0.31,0.56,0.03,0.01,0.49,0.07,0.07,0.36,0.08,1.18,1.83,0.06,0.73,0.46,0.66,0.1,0,1.41,0.35,0.75,0.33,0.71,12.4,0.93,10.05,0.2,2.2,0.29,0.78,2.67,0,0.02,0.01,0.01,1.37,0.02,0.02,0.92,0.52,0,3.8,6.14,5.62,0.13,0.15,0.67,3,0.46,0.6,0.26,1.06,0.55,0.32,0.02,0.02,1.62,1.03,0,0.18,0.34,0.07,0.7,1.6,2.56,0.04,0.03,0.02,0.01,0.08,3.98,0.93,0.07,0,0.01,0.01,1.1,0.09,6.36,0.21,0,0.32,2.62,0.07,0.12,0.02,0.2,1.64,0,0.05,1.32,0.84,0.13,0,0.01,1.8,0.11,0.65,0.14,0.11,0.31,1.94,0,1.21,35724,27642,632
Brewster,23,Health care,0.13,6.19,0,0.41,0,0.13,0,0.14,0,0.13,0,0,0.44,1.17,0.88,0,1.41,0.67,0.68,0.3,0.96,0,0.15,0,0,0,0.99,0.41,0.14,0,0.82,0.27,0,0.57,0.14,0.91,0.91,0.29,0.26,0.12,0.15,0.14,0,1.85,0.14,0.67,0.14,0.93,11.68,0.55,8.55,0.27,2.24,0.12,0.68,1.69,0,0.14,0,0,0.51,0,0,0.37,0,0,5.71,7.99,5.08,0.13,0.14,0.28,2.4,0.52,0.4,0.28,0.68,0.14,0.13,0,0,0.41,0.8,0,0,0.38,0,0,1.42,0.28,0.14,0,0,0,0,3.02,0.67,0.13,0,0,0.14,0.39,0,4.59,0.26,0,0.28,3.7,0,0.14,0,0,4.44,0,0,1.09,2.46,0,0,0,2.13,0,0.53,0,0,0.13,0,0.14,0.53,1868,2144,60
Briscoe,13,Health care,2.6,4.62,0.01,0.45,0.01,0.81,0.02,0.04,0,0.12,0.27,0,0.1,2.44,1.51,0,0.41,2.16,2.01,0.05,1.43,0,0.12,0.1,0,0.02,0.31,1.09,0.27,0,0.17,0.06,0.26,0.31,0.01,1.02,1.46,0.1,0.78,0.04,0.21,0.14,0,0.95,0.59,0.44,0.27,0.73,26.11,2.09,7.05,0.26,1.78,4,0.56,1.46,0,0,0,0,1.16,0.01,0.03,0.43,0.31,0,9.57,15.69,6.6,0.01,0.07,0.52,2.09,0.48,0.82,0.31,0.35,0.32,0.57,0,0,0.57,2.16,0.01,0,0.84,0.02,0.21,1.2,1.12,0.02,0.01,0,0.28,0.02,2.94,0.55,0,0,0,0.01,0.49,0.01,3.19,0.08,0,0.09,3.95,0,0.03,1.18,0.03,2.15,0,0.17,1.88,1.04,1.32,0,0,5.33,0.01,2.26,0.34,0.05,0.15,0.39,0,2.56,563,69,2
Brooks,15,Immigration,0.35,6.33,0.06,1.26,0,0.98,0.09,0.05,0,0.03,0.08,0.02,0.04,1.78,0.5,0,1,0.41,0.65,0.04,5.58,0,0.92,0,0,0.17,0.25,0.44,0.06,0.01,0.61,0.21,0.01,0.33,0,0.73,2.95,0,0.06,0.13,1.05,0.03,0,0.46,0.26,0.59,0.03,0.38,12.57,0.54,16.35,0.33,2.72,0.06,1.71,5.4,0,0,0.01,0,0.31,0.01,0,0.25,0.18,0,7.72,5.61,3.4,0.08,0,0.46,3.05,1.38,0.07,0.4,0.06,0.11,0.04,0,0.17,0.92,1.02,0,0.01,0.67,0.02,1.2,1.46,0.7,0.54,0,0.01,0,0.02,1.32,0.25,0.18,0,0.02,0.02,0.57,0.02,7.93,0.22,0,0.09,3.18,0,0.02,0.04,0.04,1.77,0,0.01,1.45,1.07,0.02,0,0,2.19,0.17,0.22,0.01,0.01,0.48,0.1,0.01,0.34,543,1376,4
Brown,11,United Nations,0.07,2.78,0.21,0.23,0,0.5,0.03,0.26,0.03,0.37,0.1,0,0.1,1.33,0.34,0,0.38,0.14,0.85,0,0.84,0,0.07,0,0,0,0.23,0.46,0,0.03,0.1,0.07,0.03,0.3,0.07,0.38,0.67,0.07,0.3,0.19,0.34,0.03,0,0.29,0.03,0.19,0.07,0.61,5.75,0.54,3.54,0.34,1.17,0.29,0.42,0.85,0,0.03,0.03,0,0.77,0,0,0.16,0.1,0,4,3.34,2.99,0.03,0.06,0.26,1.06,0.47,0.3,0.27,0.6,0.39,0.68,0,0,0.48,0.88,0,0.1,0.48,0.07,0,0.39,0.55,0,0.03,0.1,0,0.03,1.49,0.54,0,0,0,0.03,0.6,0.03,2.53,0.16,0,0.17,2.23,0.03,0,0.13,0.16,1.09,0,0,1.06,0.69,0.1,0,0.03,16.24,0,0.29,0.03,0.1,0.13,0.47,0.03,0.32,10386,1669,71
Burleson,17,Health care,0.41,4.84,0.23,0.67,0.05,2.46,0.03,0.31,0.04,0.13,0.5,0.07,0.33,1.69,1.15,0.04,1.73,0.7,1.75,0.32,0.92,0,0.29,0.02,0,0.01,0.31,0.56,0.03,0.01,0.49,0.07,0.07,0.36,0.08,1.18,1.83,0.06,0.73,0.46,0.66,0.1,0,1.41,0.35,0.75,0.33,0.71,12.4,0.93,10.05,0.2,2.2,0.29,0.78,2.67,0,0.02,0.01,0.01,1.37,0.02,0.02,0.92,0.52,0,3.8,6.14,5.62,0.13,0.15,0.67,3,0.46,0.6,0.26,1.06,0.55,0.32,0.02,0.02,1.62,1.03,0,0.18,0.34,0.07,0.7,1.6,2.56,0.04,0.03,0.02,0.01,0.08,3.98,0.93,0.07,0,0.01,0.01,1.1,0.09,6.36,0.21,0,0.32,2.62,0.07,0.12,0.02,0.2,1.64,0,0.05,1.32,0.84,0.13,0,0.01,1.8,0.11,0.65,0.14,0.11,0.31,1.94,0,1.21,5077,1425,45
Burnet,25,Health care,0.92,3.58,0,0.22,0,0.64,0,0.22,0,0,0,0,0.94,1.06,1.69,0,0.73,2,1.83,0.88,0,0,0.74,0,0,0,0,0.42,0,0,0.45,0,0.22,1.07,0.48,1.04,0.64,0,0.42,0.47,0,0,0,0.81,0.41,0.64,0.22,0,14.55,0.88,5.09,0.39,2.32,0.22,1.02,1.18,0,0,0,0,2.02,0,0,0.2,0.9,0,3.71,9.35,3.64,0,0,0.42,1.72,0.44,0.68,0,0,0.81,0.89,0,0,0.2,2.16,0,0,0.64,0,0,1.56,1.05,0.2,0,0,0,0,6.51,0.41,0,0,0,0.22,0.44,0.2,5.67,0.4,0,0.44,5.25,0.2,0,0,0.22,4.92,0,0,0.41,1.6,0,0,0,1.02,0,0.2,0,0,0,0.23,0,1.4,13791,4417,187
Caldwell,27,Mental health,2.09,2.1,0.09,0.2,0,0.37,0.02,0.13,0.01,0.06,0.05,0.02,0.15,0.72,0.73,0,0.23,0.14,2.64,0.08,0.51,0,2.21,0.06,0,0.01,0.15,0.24,0.05,0,2.19,0.03,0.04,0.26,0.01,2.28,0.81,0,0.15,0.09,0.18,0.09,0,0.37,0.23,0.31,2.11,2.28,15.4,0.39,3.49,0.19,1.04,0.1,0.32,0.67,0,0,0.01,0,0.61,0,0,0.15,0.22,0,4.01,3.6,20.3,0.03,0.02,2.14,1.26,0.4,0.15,0,0.36,0.22,0.03,0,0,0.45,0.61,0,0.06,0.48,0.06,0.09,0.71,1.36,0.04,0.01,0,0,0.01,1.66,0.31,0.03,0,0.01,0.02,0.29,0.07,6.4,0.11,0,0.12,4.39,0.01,0.1,0.01,0.13,0.8,0,0.03,0.49,2.59,0.06,0,0.01,0.71,0,0.1,0.04,0.05,0.12,0.18,0,0.56,6131,5212,106
Caldwell,35,Health care,0.06,6,0.21,2.57,0,5.23,0.02,0.24,0.06,0.24,0.39,0.07,0.45,2.1,0.87,0.02,0.71,0.31,1.2,0.28,1.18,0.01,0.32,0.02,0,0.01,0.22,1.3,0.05,0,0.32,0.22,0.17,0.52,0.04,1.15,1.67,0.05,0.44,0.17,0.19,0.28,0,1.11,0.52,0.8,0.33,0.87,18.83,0.55,7.97,0.35,2.59,0.22,1.13,2.3,0,0.06,0.06,0,1.33,0.01,0.05,1.03,0.19,0,6.83,7.32,7.25,0.05,0.26,0.43,2.45,0.49,0.56,0.15,1.18,0.94,0.22,0,0,1.12,2.01,0.03,0.04,0.63,0.18,0.18,1.47,3.93,0.1,0.01,0.09,0.03,0.07,2.76,0.57,0.05,0,0.07,0.11,0.9,0.16,4.77,0.42,0,0.35,3.23,0.08,0.28,0.08,0.22,2.27,0,0.08,1.43,1.2,0.1,0,0.01,2.85,0.07,1.42,0.37,0.06,0.23,0.37,0,1.17,6131,5212,106
Calhoun,27,Mental health,2.09,2.1,0.09,0.2,0,0.37,0.02,0.13,0.01,0.06,0.05,0.02,0.15,0.72,0.73,0,0.23,0.14,2.64,0.08,0.51,0,2.21,0.06,0,0.01,0.15,0.24,0.05,0,2.19,0.03,0.04,0.26,0.01,2.28,0.81,0,0.15,0.09,0.18,0.09,0,0.37,0.23,0.31,2.11,2.28,15.4,0.39,3.49,0.19,1.04,0.1,0.32,0.67,0,0,0.01,0,0.61,0,0,0.15,0.22,0,4.01,3.6,20.3,0.03,0.02,2.14,1.26,0.4,0.15,0,0.36,0.22,0.03,0,0,0.45,0.61,0,0.06,0.48,0.06,0.09,0.71,1.36,0.04,0.01,0,0,0.01,1.66,0.31,0.03,0,0.01,0.02,0.29,0.07,6.4,0.11,0,0.12,4.39,0.01,0.1,0.01,0.13,0.8,0,0.03,0.49,2.59,0.06,0,0.01,0.71,0,0.1,0.04,0.05,0.12,0.18,0,0.56,4198,1874,47
Callahan,11,United Nations,0.07,2.78,0.21,0.23,0,0.5,0.03,0.26,0.03,0.37,0.1,0,0.1,1.33,0.34,0,0.38,0.14,0.85,0,0.84,0,0.07,0,0,0,0.23,0.46,0,0.03,0.1,0.07,0.03,0.3,0.07,0.38,0.67,0.07,0.3,0.19,0.34,0.03,0,0.29,0.03,0.19,0.07,0.61,5.75,0.54,3.54,0.34,1.17,0.29,0.42,0.85,0,0.03,0.03,0,0.77,0,0,0.16,0.1,0,4,3.34,2.99,0.03,0.06,0.26,1.06,0.47,0.3,0.27,0.6,0.39,0.68,0,0,0.48,0.88,0,0.1,0.48,0.07,0,0.39,0.55,0,0.03,0.1,0,0.03,1.49,0.54,0,0,0,0.03,0.6,0.03,2.53,0.16,0,0.17,2.23,0.03,0,0.13,0.16,1.09,0,0,1.06,0.69,0.1,0,0.03,16.24,0,0.29,0.03,0.1,0.13,0.47,0.03,0.32,4363,608,40
Cameron,34,Health care,0.69,5.26,0.23,0.52,0,0.49,0.08,0.32,0,0.39,0.09,0,0,3.01,0.94,0,0.99,0.4,0.78,0.08,1.79,0,0.23,0,0,0,0.15,0.66,0.07,0,0.29,0.09,0.08,0.31,0,1.01,5.13,0,0.07,0,0.15,0.15,0,0.6,0.57,0.97,0.07,0.92,14.83,1.13,12.38,0.23,2.23,0.92,0.54,1.97,0,0.08,0.24,0,0.68,0,0,1.61,0.31,0,5.91,7.73,4,0.44,0,0.25,2.79,1.09,0.23,0.09,0.31,0.32,0.07,0,0,1.16,1.07,0.16,0,0.99,0.08,0.29,2.33,2.28,0.61,0,0,0,0,1.37,0.48,0.17,0.08,0,0,1.39,0,4.31,0.24,0,0.07,2.83,0,0.08,0.17,0.21,1.49,0,0,0.72,0.78,0.17,0,0,2.34,0.17,0.24,0,0.09,0.39,0.16,0,0.48,28508,48656,567
Camp,4,Immigration,0.2,4.21,0.2,0.9,0,0.49,0.1,0.48,0,0.1,0.29,0,0.63,1.67,1.22,0,0.72,0.21,1.65,0.52,0.98,0,0,0.1,0,0,0,1.39,0,0,0.31,0,0.1,0.51,0,1.18,1.31,0,0.2,0.3,1.53,0.1,0,0.49,0.3,1.18,0.89,0.77,10.9,0.71,11.28,0.58,1.86,0.19,1.46,4.47,0,0.1,0,0,1.08,0,0,1.18,0.4,0,5.12,5.69,4.78,0.1,0,0.2,2.22,0.51,0.61,0.21,0.2,1.38,0.49,0,0,1.56,1.97,0.1,0.1,0.39,0.1,0.39,1.08,1.39,0.3,0,0,0,0.2,3.89,0.5,0,0,0,0,0.51,0.6,7.19,0.2,0,0.1,2.9,0,0.19,0.1,0.1,3.01,0,0,1.18,0.8,0.1,0,0,2.51,0,0.68,0.1,0,0.4,0.61,0,0.68,2749,1117,24
Carson,13,Health care,2.6,4.62,0.01,0.45,0.01,0.81,0.02,0.04,0,0.12,0.27,0,0.1,2.44,1.51,0,0.41,2.16,2.01,0.05,1.43,0,0.12,0.1,0,0.02,0.31,1.09,0.27,0,0.17,0.06,0.26,0.31,0.01,1.02,1.46,0.1,0.78,0.04,0.21,0.14,0,0.95,0.59,0.44,0.27,0.73,26.11,2.09,7.05,0.26,1.78,4,0.56,1.46,0,0,0,0,1.16,0.01,0.03,0.43,0.31,0,9.57,15.69,6.6,0.01,0.07,0.52,2.09,0.48,0.82,0.31,0.35,0.32,0.57,0,0,0.57,2.16,0.01,0,0.84,0.02,0.21,1.2,1.12,0.02,0.01,0,0.28,0.02,2.94,0.55,0,0,0,0.01,0.49,0.01,3.19,0.08,0,0.09,3.95,0,0.03,1.18,0.03,2.15,0,0.17,1.88,1.04,1.32,0,0,5.33,0.01,2.26,0.34,0.05,0.15,0.39,0,2.56,2185,244,22
Cass,4,Immigration,0.2,4.21,0.2,0.9,0,0.49,0.1,0.48,0,0.1,0.29,0,0.63,1.67,1.22,0,0.72,0.21,1.65,0.52,0.98,0,0,0.1,0,0,0,1.39,0,0,0.31,0,0.1,0.51,0,1.18,1.31,0,0.2,0.3,1.53,0.1,0,0.49,0.3,1.18,0.89,0.77,10.9,0.71,11.28,0.58,1.86,0.19,1.46,4.47,0,0.1,0,0,1.08,0,0,1.18,0.4,0,5.12,5.69,4.78,0.1,0,0.2,2.22,0.51,0.61,0.21,0.2,1.38,0.49,0,0,1.56,1.97,0.1,0.1,0.39,0.1,0.39,1.08,1.39,0.3,0,0,0,0.2,3.89,0.5,0,0,0,0,0.51,0.6,7.19,0.2,0,0.1,2.9,0,0.19,0.1,0.1,3.01,0,0,1.18,0.8,0.1,0,0,2.51,0,0.68,0.1,0,0.4,0.61,0,0.68,8130,2013,45
Castro,19,Health care,0.02,4.93,0.07,0.75,0.09,1.05,0.09,0.07,0.02,0.07,0.11,0.02,0.34,2.13,0.54,0,0.94,0.26,1.27,0.24,0.78,0,0.29,0.02,0.02,0,0.26,0.63,0.04,0,0.29,0.16,0.12,0.49,0.07,0.73,1.47,0.11,0.69,0.49,0.35,0.27,0,0.71,0.34,0.92,0.39,0.55,13.34,0.92,7.26,0.38,3.98,0.27,0.91,2.01,0,0,0.02,0,1.16,0.02,0.14,0.31,0.47,0,7.09,7.05,5.03,0.05,0.13,0.25,2.63,1.8,0.54,0.26,0.86,0.56,0.27,0,0,0.92,1.55,0.05,0.16,0.51,0.27,0.18,1.45,1.23,0.23,0.02,0,0,0.07,1.76,0.4,0.02,0,0,0.11,0.59,0.23,5.55,0.29,0,0.38,3.7,0.07,0.18,0.07,0.02,2.39,0,0.02,1.17,1.31,0.17,0,0,1.19,0.05,0.29,0.02,0.18,0.23,0.21,0,0.96,1219,394,10
Chambers,36,Immigration,0.17,4.93,0,0,0,1.54,0,0.18,0,0.17,0.52,0,0.36,1.16,0.69,0,0.17,0,0.87,0.18,0.67,0,0.18,0,0,0,0.17,0.17,0.16,0,0,0,0.17,0.68,0,0.99,0.51,0,1.03,0,2.41,0.16,0,0.82,1.52,0.66,0,0.68,9.43,1.03,11.98,0.32,2.32,0.33,0.33,2.12,0,0,0,0,1,0,0,0.51,0,0,4.95,7.12,3.62,0,0.16,0.17,3.06,0.52,0.51,0.17,0,0.33,1.77,0,0,1.15,0.83,0,0,1.33,0,0.17,1.82,1.51,0,0,0,0,0.33,2.71,0,0.34,0,0,0,0.33,0.5,4.29,0.33,0,0.35,4.08,0,0.16,0,0,2.47,0,0,0.66,2.87,0,0,0.17,2.19,0,0.66,0,0,0.17,0,0,1.18,12134,2921,109
Chambers,14,Health care,0.27,5.69,0.15,0.09,0,1.48,0,0.03,0,0.38,0.35,0,0.17,1.76,0.6,0.01,0.65,0.51,1.21,0.29,0.67,0.04,0.43,0.01,0,0,0.19,0.73,0,0,0.3,0.01,0.01,0.26,0,1.51,1.22,0,0.55,0.6,0.95,0.17,0,1.29,0.15,0.51,0.19,0.49,11.51,0.5,8.09,0.54,1.77,0.21,0.34,2.08,0,0,0.14,0,1.03,0,0.01,0.24,0.66,0,7.61,6.82,4.83,0,0.05,0.29,2.07,0.87,0.28,0.38,0.68,0.53,0.16,0,0,1.05,0.92,0,0.23,0.42,0.05,0.1,1.82,1.34,0.01,0.07,0,0.08,0.15,2.98,0.63,0.01,0,0.05,0,0.57,0.07,5.87,0.03,0,0.07,4.27,0,0.16,0.33,0.16,3.22,0,0.15,1.34,1.17,0.25,0,0,1.46,0.05,0.11,0.36,0.15,0.3,0.23,0,0.88,12134,2921,109
Cherokee,5,Health care,0.88,2.71,0.35,0.26,0,0.37,0.11,0.11,0,0.08,0,0,1.03,12.2,2.27,0.11,0.54,0,1.17,0,1.2,0,0.12,0.11,0,0,0.11,0.35,0,0,0.36,0,0,1.12,0,0.47,5.57,0,1.51,0.47,0.34,0,0,0.56,0.26,0.7,0,0.47,12.95,0.56,9.14,0.23,0.8,0.49,0.96,1.25,0,0,0,0,1.89,0,0,0.49,0,0,8.05,6.19,3.64,0,0,0.26,3.53,0.99,0.45,0,0.81,0.37,0,0,0,1.65,0.38,0,0.11,0.11,0,0.11,1.09,1.19,0.48,0,0,0,0,2.4,0.44,0,0,0,0,0.22,0.11,5.95,0.25,0,0.78,4.43,0.11,0.11,0,0,1.95,0,0,1.08,0.37,0,0,0,1.65,0,0,0.84,0.5,0.52,0,0,0.68,11621,3200,103
Childress,13,Health care,2.6,4.62,0.01,0.45,0.01,0.81,0.02,0.04,0,0.12,0.27,0,0.1,2.44,1.51,0,0.41,2.16,2.01,0.05,1.43,0,0.12,0.1,0,0.02,0.31,1.09,0.27,0,0.17,0.06,0.26,0.31,0.01,1.02,1.46,0.1,0.78,0.04,0.21,0.14,0,0.95,0.59,0.44,0.27,0.73,26.11,2.09,7.05,0.26,1.78,4,0.56,1.46,0,0,0,0,1.16,0.01,0.03,0.43,0.31,0,9.57,15.69,6.6,0.01,0.07,0.52,2.09,0.48,0.82,0.31,0.35,0.32,0.57,0,0,0.57,2.16,0.01,0,0.84,0.02,0.21,1.2,1.12,0.02,0.01,0,0.28,0.02,2.94,0.55,0,0,0,0.01,0.49,0.01,3.19,0.08,0,0.09,3.95,0,0.03,1.18,0.03,2.15,0,0.17,1.88,1.04,1.32,0,0,5.33,0.01,2.26,0.34,0.05,0.15,0.39,0,2.56,1525,234,8
Clay,13,Health care,2.6,4.62,0.01,0.45,0.01,0.81,0.02,0.04,0,0.12,0.27,0,0.1,2.44,1.51,0,0.41,2.16,2.01,0.05,1.43,0,0.12,0.1,0,0.02,0.31,1.09,0.27,0,0.17,0.06,0.26,0.31,0.01,1.02,1.46,0.1,0.78,0.04,0.21,0.14,0,0.95,0.59,0.44,0.27,0.73,26.11,2.09,7.05,0.26,1.78,4,0.56,1.46,0,0,0,0,1.16,0.01,0.03,0.43,0.31,0,9.57,15.69,6.6,0.01,0.07,0.52,2.09,0.48,0.82,0.31,0.35,0.32,0.57,0,0,0.57,2.16,0.01,0,0.84,0.02,0.21,1.2,1.12,0.02,0.01,0,0.28,0.02,2.94,0.55,0,0,0,0.01,0.49,0.01,3.19,0.08,0,0.09,3.95,0,0.03,1.18,0.03,2.15,0,0.17,1.88,1.04,1.32,0,0,5.33,0.01,2.26,0.34,0.05,0.15,0.39,0,2.56,3708,547,31
Cochran,19,Health care,0.02,4.93,0.07,0.75,0.09,1.05,0.09,0.07,0.02,0.07,0.11,0.02,0.34,2.13,0.54,0,0.94,0.26,1.27,0.24,0.78,0,0.29,0.02,0.02,0,0.26,0.63,0.04,0,0.29,0.16,0.12,0.49,0.07,0.73,1.47,0.11,0.69,0.49,0.35,0.27,0,0.71,0.34,0.92,0.39,0.55,13.34,0.92,7.26,0.38,3.98,0.27,0.91,2.01,0,0,0.02,0,1.16,0.02,0.14,0.31,0.47,0,7.09,7.05,5.03,0.05,0.13,0.25,2.63,1.8,0.54,0.26,0.86,0.56,0.27,0,0,0.92,1.55,0.05,0.16,0.51,0.27,0.18,1.45,1.23,0.23,0.02,0,0,0.07,1.76,0.4,0.02,0,0,0.11,0.59,0.23,5.55,0.29,0,0.38,3.7,0.07,0.18,0.07,0.02,2.39,0,0.02,1.17,1.31,0.17,0,0,1.19,0.05,0.29,0.02,0.18,0.23,0.21,0,0.96,541,140,5
Coke,11,United Nations,0.07,2.78,0.21,0.23,0,0.5,0.03,0.26,0.03,0.37,0.1,0,0.1,1.33,0.34,0,0.38,0.14,0.85,0,0.84,0,0.07,0,0,0,0.23,0.46,0,0.03,0.1,0.07,0.03,0.3,0.07,0.38,0.67,0.07,0.3,0.19,0.34,0.03,0,0.29,0.03,0.19,0.07,0.61,5.75,0.54,3.54,0.34,1.17,0.29,0.42,0.85,0,0.03,0.03,0,0.77,0,0,0.16,0.1,0,4,3.34,2.99,0.03,0.06,0.26,1.06,0.47,0.3,0.27,0.6,0.39,0.68,0,0,0.48,0.88,0,0.1,0.48,0.07,0,0.39,0.55,0,0.03,0.1,0,0.03,1.49,0.54,0,0,0,0.03,0.6,0.03,2.53,0.16,0,0.17,2.23,0.03,0,0.13,0.16,1.09,0,0,1.06,0.69,0.1,0,0.03,16.24,0,0.29,0.03,0.1,0.13,0.47,0.03,0.32,1146,137,10
Coleman,11,United Nations,0.07,2.78,0.21,0.23,0,0.5,0.03,0.26,0.03,0.37,0.1,0,0.1,1.33,0.34,0,0.38,0.14,0.85,0,0.84,0,0.07,0,0,0,0.23,0.46,0,0.03,0.1,0.07,0.03,0.3,0.07,0.38,0.67,0.07,0.3,0.19,0.34,0.03,0,0.29,0.03,0.19,0.07,0.61,5.75,0.54,3.54,0.34,1.17,0.29,0.42,0.85,0,0.03,0.03,0,0.77,0,0,0.16,0.1,0,4,3.34,2.99,0.03,0.06,0.26,1.06,0.47,0.3,0.27,0.6,0.39,0.68,0,0,0.48,0.88,0,0.1,0.48,0.07,0,0.39,0.55,0,0.03,0.1,0,0.03,1.49,0.54,0,0,0,0.03,0.6,0.03,2.53,0.16,0,0.17,2.23,0.03,0,0.13,0.16,1.09,0,0,1.06,0.69,0.1,0,0.03,16.24,0,0.29,0.03,0.1,0.13,0.47,0.03,0.32,2758,351,16
